#,Area,English,Bulgarian,Sources
1247,Admin views,Sessions,,src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/shared/classwork/SubjectDetailPage.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyCourseView.tsx; src/views/student/StudentDashboard.tsx
1248,Admin views,Sessions per day,,src/views/admin/AttendanceView.tsx
1249,Admin views,Sessions will appear here by date once they are added.,,src/views/admin/CurriculumDateView.tsx
1250,Admin views,Sessions will be added to the planning grid. Click Update to save to the database.,,src/views/admin/planning/AddPlanningSubjectModal.tsx
1251,Admin views,"Set how often mentors should meet students face-to-face, and when follow-up flags at-risk.",,src/views/admin/MentorshipHubView.tsx
1252,Admin views,Settings,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/SettingsView.tsx
1253,Admin views,Settings & Permissions,,src/views/admin/KnowledgeBaseView.tsx
1254,Admin views,Setup,,src/views/admin/AdminDashboard.tsx
1255,Admin views,Shared Well session,,src/views/admin/CurriculumPlanningView.tsx
1256,Admin views,Show Activation,,src/views/admin/AttendanceView.tsx
1257,Admin views,Show classes,,src/views/admin/AttendanceView.tsx
1258,Admin views,Show fallback,,src/views/admin/AttendanceView.tsx
1259,Admin views,Show Ministry,,src/views/admin/AttendanceView.tsx
1260,Admin views,Show move tools,,src/views/admin/planning/PlanningCalendarGrid.tsx
1261,Admin views,Show Well,,src/views/admin/AttendanceView.tsx
1262,Admin views,Showing,,src/views/admin/users/UsersHubView.tsx
1263,Admin views,Shows as at risk after this many days,,src/views/admin/MentorshipCadencePanel.tsx
1264,Admin views,Shows as lagging after this many days,,src/views/admin/MentorshipCadencePanel.tsx
1265,Admin views,"Shows how many active year groups are running and how complete their setup is. The progress bar combines year group, subject, class, staffing, and Drive folder readiness.",,src/views/admin/AdminDashboard.tsx
1266,Admin views,Shows the number of users with the mentor role and recent mentorship activity. It helps you quickly see whether student support is being actively logged.,,src/views/admin/AdminDashboard.tsx
1267,Admin views,Skipped,,src/views/admin/InboxView.tsx
1268,Admin views,Staff,,src/components/modals/CreateAnnouncementModal.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/users/UsersHubView.tsx
1269,Admin views,Staff + translators,,src/views/admin/KnowledgeBaseView.tsx
1270,Admin views,Staff accounts,,src/views/admin/users/UsersHubView.tsx
1271,Admin views,Staff load,,src/views/admin/users/UsersHubView.tsx
1272,Admin views,Staff notices,,src/views/admin/AdminDashboard.tsx
1273,Admin views,Start date,,src/views/admin/AttendanceView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
1274,Admin views,Start month,,src/views/admin/AttendanceView.tsx
1275,Admin views,Starting year,,src/views/admin/planning/SchoolYearSelector.tsx
1276,Admin views,Status is based on,,src/views/admin/MentorshipFollowUpPanel.tsx
1277,Admin views,Student,,src/components/modals/EditModal/EditUserForm.tsx; src/components/modals/MentorAssignModal.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/MentorshipAssignmentsPanel.tsx; src/views/admin/TuitionView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/student/DutyMarkingView.tsx
1278,Admin views,Student dashboard,,src/views/admin/AdminStudentDashboard.tsx
1279,Admin views,Student ministry standing,,src/views/admin/AttendanceView.tsx
1280,Admin views,Student name,,src/views/admin/AttendanceView.tsx
1281,Admin views,Student tuition,,src/views/admin/TuitionView.tsx
1282,Admin views,student-month records,,src/views/admin/AttendanceView.tsx
1283,Admin views,Students,,src/components/layout/Sidebar.tsx; src/components/modals/CreateAnnouncementModal.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/TuitionView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/student/DutyMarkingView.tsx
1284,Admin views,Students currently below the configured graduation attendance threshold.,,src/views/admin/AdminDashboard.tsx
1285,Admin views,Students may lose only the configured number of Activation Saturday credits.,,src/views/admin/AttendanceView.tsx
1286,Admin views,Students used,,src/views/admin/AttendanceView.tsx
1287,Admin views,Subject,,src/components/modals/EditModal/EditClassForm.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
1288,Admin views,Subject Library,,src/views/admin/planning/SubjectLibraryPanel.tsx
1289,Admin views,Subjects,,src/views/admin/AdminDashboard.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/CurriculumOverview.tsx
1290,Admin views,Submitted homework that has not been graded yet.,,src/views/admin/AdminDashboard.tsx
1291,Admin views,Submitted reports,,src/views/admin/AttendanceView.tsx
1292,Admin views,Submitted work,,src/views/admin/AdminStudentDashboard.tsx
1293,Admin views,Sun,,src/views/admin/AttendanceView.tsx
1294,Admin views,Sunday,,src/views/admin/AttendanceView.tsx
1295,Admin views,Sunday and non-Sunday service requirements.,,src/views/admin/AttendanceView.tsx
1296,Admin views,Sunday credits,,src/views/admin/AttendanceView.tsx
1297,Admin views,Sunday period,,src/views/admin/AttendanceView.tsx
1298,Admin views,Swipe horizontally to see the full calendar →,,src/views/admin/planning/PlanningCalendarGrid.tsx
1299,Admin views,Teacher,,src/components/modals/EditModal/EditClassForm.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx; src/views/shared/ClassDetailView.tsx
1300,Admin views,Teaching slots,,src/views/admin/users/UsersHubView.tsx
1301,Admin views,Team,,src/views/admin/AttendanceView.tsx; src/views/teamLeader/MinistryReportView.tsx
1302,Admin views,Team contact,,src/views/admin/KnowledgeBaseView.tsx
1303,Admin views,Team Health,,src/views/admin/AttendanceView.tsx
1304,Admin views,Team health,,src/views/admin/AttendanceView.tsx
1305,Admin views,Team name,,src/views/admin/AttendanceView.tsx
1306,Admin views,Team users,,src/views/admin/AttendanceView.tsx
1307,Admin views,The permanent Google Meet link online students use to join live sessions. Shown on their dashboard and attendance page.,,src/views/admin/AttendanceView.tsx
1308,Admin views,The Well,,src/components/layout/Sidebar.tsx; src/components/student/StudentMonthCalendar.tsx; src/hooks/useAttendance.ts; src/hooks/useUniversalSearchIndex.tsx; src/utils/studentAttendanceBreakdown.ts; src/utils/studentCalendar.ts; src/views/admin/AttendanceView.tsx; src/views/admin/CurriculumPlanningView.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyAttendanceView.tsx
1309,Admin views,"These rules control when students appear as on track, lagging, or at risk on the Follow-up page.",,src/views/admin/MentorshipCadencePanel.tsx
1310,Admin views,This page,,src/views/admin/InboxView.tsx
1311,Admin views,This replaces the entire prayer schedule. Choose which active year groups to include before generating.,,src/views/admin/AttendanceView.tsx
1312,Admin views,This row contains saved sessions. Remove anyway?,,src/views/admin/planning/PlanningCalendarGrid.tsx
1313,Admin views,This student is not attached to a tuition plan yet.,,src/views/admin/AdminStudentDashboard.tsx
1314,Admin views,This week,,src/views/admin/AttendanceView.tsx; src/views/admin/MentorshipHubView.tsx
1315,Admin views,Threshold,,src/views/admin/AdminDashboard.tsx
1316,Admin views,Thu,,src/views/admin/AttendanceView.tsx
1317,Admin views,Thursday prayer,,src/views/admin/AttendanceView.tsx
1318,Admin views,To-dos,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/TodosView.tsx; src/views/student/StudentDashboard.tsx
1319,Admin views,Topics,,src/views/admin/KnowledgeBaseView.tsx
1320,Admin views,Total for this plan,,src/views/admin/TuitionView.tsx
1321,Admin views,Total people,,src/views/admin/users/UsersHubView.tsx
1322,Admin views,Total tuition amount,,src/views/admin/TuitionView.tsx
1323,Admin views,"Track student tuition, installments, payments received, and reminders from one admin workspace.",,src/views/admin/TuitionView.tsx
1324,Admin views,Tracked,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/MentorshipHubView.tsx
1325,Admin views,Tracked months,,src/views/admin/AttendanceView.tsx
1326,Admin views,Tracked pairs,,src/views/admin/MentorshipHubView.tsx
1327,Admin views,Tracked records,,src/views/admin/AttendanceView.tsx
1328,Admin views,Transferred duty,,src/views/admin/AdminDashboard.tsx
1329,Admin views,Transfers,,src/views/admin/AttendanceView.tsx
1330,Admin views,Translating,,src/views/admin/users/UsersHubView.tsx
1331,Admin views,Translator,,src/components/modals/EditModal/EditClassForm.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
1332,Admin views,Tue,,src/views/admin/AttendanceView.tsx
1333,Admin views,Tue/Thu sessions,,src/views/admin/KnowledgeBaseView.tsx
1334,Admin views,Tuesday and Thursday class sessions count toward the class attendance requirement.,,src/views/admin/AttendanceView.tsx
1335,Admin views,Tuesday prayer,,src/views/admin/AttendanceView.tsx
1336,Admin views,Tuition,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/TuitionView.tsx
1337,Admin views,Tuition reminders use the platform email queue. The message includes the remaining amount and installment due date when one is selected.,,src/views/admin/TuitionView.tsx
1338,Admin views,Tune every graduation gate without changing code.,,src/views/admin/AttendanceView.tsx
1339,Admin views,Type or select subject...,,src/views/admin/planning/PlanningCalendarGrid.tsx
1340,Admin views,Typical workflow,,src/views/admin/KnowledgeBaseView.tsx
1341,Admin views,Unassigned,,src/views/admin/AttendanceView.tsx; src/views/admin/users/UsersHubView.tsx
1342,Admin views,Unread messages,,src/views/admin/AdminDashboard.tsx
1343,Admin views,Unsaved changes,,src/views/admin/CurriculumPlanningView.tsx
1344,Admin views,Unscheduled,,src/views/admin/planning/PlanningCalendarGrid.tsx
1345,Admin views,Unusual,,src/views/admin/planning/PlanningCalendarGrid.tsx
1346,Admin views,Use Generate school year to create Tuesday and Thursday prayer slots.,,src/views/admin/AttendanceView.tsx
1347,Admin views,Use Generate to create duty slots for an active year group.,,src/views/admin/AttendanceView.tsx
1348,Admin views,Use upload when the lookup image or external URL is missing or unreliable.,,src/views/admin/BooksView.tsx
1349,Admin views,User,,src/views/admin/users/UsersHubView.tsx
1350,Admin views,user-detail-title,,src/views/admin/users/UsersHubView.tsx
1351,Admin views,View unassigned students,,src/views/admin/MentorshipAssignmentsPanel.tsx
1352,Admin views,Visual cues,,src/views/admin/KnowledgeBaseView.tsx
1353,Admin views,Warning,,src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipHubView.tsx
1354,Admin views,Warning threshold,,src/views/admin/MentorshipCadencePanel.tsx
1355,Admin views,Wed,,src/views/admin/AttendanceView.tsx
1356,Admin views,Week,,src/views/admin/AttendanceView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
1357,Admin views,Weekday,,src/views/admin/AttendanceView.tsx
1358,Admin views,Weekdays,,src/views/admin/AttendanceView.tsx
1359,Admin views,Weekly duty transfer requests waiting for an administrator decision.,,src/views/admin/AdminDashboard.tsx
1360,Admin views,Weeks,,src/views/admin/AttendanceView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx
1361,Admin views,Well reminders,,src/views/admin/AttendanceView.tsx
1362,Admin views,What admins should know,,src/views/admin/KnowledgeBaseView.tsx
1363,Admin views,What is holding this back,,src/views/admin/AdminDashboard.tsx
1364,Admin views,What is missing,,src/views/admin/AdminDashboard.tsx
1365,Admin views,"Where staff serve — classes, translation, mentorship, and ministry teams.",,src/views/admin/users/UsersHubView.tsx
1366,Admin views,Where to find it,,src/views/admin/KnowledgeBaseView.tsx
1367,Admin views,Wins:,,src/views/admin/AttendanceView.tsx
1368,Admin views,Without mentor,,src/views/admin/users/UsersHubView.tsx
1369,Admin views,Workflow email,,src/views/admin/KnowledgeBaseView.tsx
1370,Admin views,Workspace access,,src/views/admin/KnowledgeBaseView.tsx
1371,Admin views,Year Group,,src/components/modals/EditModal/EditSubjectForm.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/users/UsersHubView.tsx
1372,Admin views,Year Group Health,,src/views/admin/AdminDashboard.tsx
1373,Admin views,Year groups,,src/views/admin/users/UsersHubView.tsx
1374,Admin views,"Year, mentor, ministry",,src/views/admin/AdminStudentDashboard.tsx
1375,Admin views,You have unsaved changes.,,src/views/admin/MentorshipCadencePanel.tsx
1376,Student views,Absent,,src/components/student/StudentMonthCalendar.tsx; src/views/admin/AttendanceView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx; src/views/teamLeader/MinistryReportView.tsx
1377,Student views,Activation records,,src/views/student/MyAttendanceBreakdownView.tsx
1378,Student views,"Activation Saturday allows at most 1 lost credit. Present gives 1, late gives 0.5, absent or unmarked gives 0.",,src/views/student/MyAttendanceBreakdownView.tsx
1379,Student views,All caught up!,,src/views/student/MyCourseView.tsx
1380,Student views,All gates,,src/views/student/MyAttendanceBreakdownView.tsx
1381,Student views,All homework is caught up.,,src/views/student/StudentDashboard.tsx
1382,Student views,All months,,src/views/admin/AdminStudentDashboard.tsx; src/views/shared/GradesView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx
1383,Student views,All weeks,,src/views/student/MyAttendanceBreakdownView.tsx
1384,Student views,Allowed,,src/views/student/MyAttendanceBreakdownView.tsx
1385,Student views,An admin will review this transfer request.,,src/views/student/DutyMarkingView.tsx
1386,Student views,Announcements,,src/views/student/StudentDashboard.tsx
1387,Student views,assignment.dueDate && assignment.dueDate,,src/views/student/StudentDashboard.tsx
1388,Student views,ASSIGNMENTS_PER_PAGE && (,,src/views/student/MyAssignmentsView.tsx
1389,Student views,Attendance correction,,src/views/student/MyAttendanceBreakdownView.tsx
1390,Student views,Attendance keeper,,src/views/student/DutyMarkingView.tsx
1391,Student views,Attendance will appear here once you are enrolled.,,src/views/student/MyAttendanceView.tsx
1392,Student views,Briefly explain what should be corrected.,,src/views/student/MyAttendanceBreakdownView.tsx
1393,Student views,By gate,,src/views/student/MyAttendanceBreakdownView.tsx
1394,Student views,Choose what you are marking.,,src/views/student/DutyMarkingView.tsx
1395,Student views,Class attendance,,src/views/student/MyAttendanceBreakdownView.tsx
1396,Student views,Close correction request,,src/views/student/MyAttendanceBreakdownView.tsx
1397,Student views,Close dates,,src/views/student/StudentDashboard.tsx
1398,Student views,Close report details,,src/views/student/MyMinistryInfoView.tsx
1399,Student views,Close watch,,src/views/student/MyAttendanceBreakdownView.tsx
1400,Student views,Correct status,,src/views/student/MyAttendanceBreakdownView.tsx
1401,Student views,Course Curriculum,,src/views/student/MyCourseView.tsx
1402,Student views,Course not found for this duty assignment.,,src/views/student/DutyMarkingView.tsx
1403,Student views,Credits,,src/views/student/MyAttendanceView.tsx
1404,Student views,Current,,src/views/student/DutyMarkingView.tsx
1405,Student views,Duty assignment,,src/views/student/DutyMarkingView.tsx
1406,Student views,Fallback ok,,src/views/student/MyAttendanceBreakdownView.tsx
1407,Student views,Filter by attendance gate,,src/views/student/MyAttendanceBreakdownView.tsx
1408,Student views,Filter service attendance by month,,src/views/student/MyMinistryInfoView.tsx
1409,Student views,Focused attendance view,,src/views/student/MyAttendanceBreakdownView.tsx
1410,Student views,Graded,,src/views/shared/GradesView.tsx; src/views/student/MyAssignmentsView.tsx; src/views/student/MyCourseView.tsx
1411,Student views,Homework and reading tasks in one place.,,src/views/student/MyAssignmentsView.tsx
1412,Student views,How ministry attendance is calculated,,src/views/student/MyMinistryInfoView.tsx
1413,Student views,item.dueDate && item.dueDate,,src/views/student/StudentDashboard.tsx
1414,Student views,Joint Saturday sessions will appear here.,,src/views/student/MyAttendanceBreakdownView.tsx
1415,Student views,Jump to your student tools,,src/views/student/StudentDashboard.tsx
1416,Student views,Late,,src/components/student/StudentMonthCalendar.tsx; src/views/admin/AttendanceView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx; src/views/teamLeader/MinistryReportView.tsx
1417,Student views,List,,src/views/student/MyAttendanceBreakdownView.tsx
1418,Student views,Loading assignments...,,src/views/student/MyAssignmentsView.tsx
1419,Student views,Loading attendance data…,,src/views/student/DutyMarkingView.tsx
1420,Student views,Loading attendance history…,,src/views/student/MyAttendanceBreakdownView.tsx
1421,Student views,Loading attendance…,,src/views/student/MyAttendanceView.tsx
1422,Student views,Loading books...,,src/views/admin/BooksView.tsx; src/views/student/MyBooksView.tsx; src/views/student/StudentDashboard.tsx
1423,Student views,Loading homework…,,src/views/student/MyCourseView.tsx
1424,Student views,Loading ministry info...,,src/views/student/MyMinistryInfoView.tsx
1425,Student views,Lost,,src/views/student/MyAttendanceBreakdownView.tsx
1426,Student views,Marked attendance,,src/views/student/MyAttendanceBreakdownView.tsx
1427,Student views,Mentor:,,src/views/student/StudentDashboard.tsx
1428,Student views,Ministry attendance,,src/views/student/MyAttendanceBreakdownView.tsx
1429,Student views,Ministry credit is based on your team rotation and marked service attendance.,,src/views/student/MyAttendanceView.tsx
1430,Student views,Ministry records,,src/views/student/MyMinistryInfoView.tsx
1431,Student views,"Ministry service uses team reports. Present gives 1 credit, late gives 0.5, absent or unmarked gives 0.",,src/views/student/MyAttendanceBreakdownView.tsx
1432,Student views,Missing report,,src/views/student/MyMinistryInfoView.tsx
1433,Student views,Monthly records,,src/views/student/MyAttendanceBreakdownView.tsx
1434,Student views,My Books,,src/hooks/useUniversalSearchIndex.tsx; src/views/student/MyBooksView.tsx
1435,Student views,My course,,src/views/student/StudentDashboard.tsx
1436,Student views,Needs attention,,src/views/admin/MentorshipHubView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx
1437,Student views,Needs records,,src/views/student/MyAttendanceBreakdownView.tsx
1438,Student views,Needs your attention,,src/views/student/StudentDashboard.tsx
1439,Student views,Next 7 days,,src/views/student/StudentDashboard.tsx
1440,Student views,No Activation Saturday records in this period.,,src/views/student/MyAttendanceBreakdownView.tsx
1441,Student views,No active book assignments right now.,,src/views/student/MyBooksView.tsx
1442,Student views,No active course enrollment found.,,src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyAttendanceView.tsx
1443,Student views,No active year group enrollment found.,,src/views/student/MyMinistryInfoView.tsx
1444,Student views,No assignments match this view.,,src/views/student/MyAssignmentsView.tsx
1445,Student views,No attendance records yet for this course.,,src/views/student/MyAttendanceView.tsx
1446,Student views,No attendance sessions recorded yet.,,src/views/student/MyAttendanceBreakdownView.tsx
1447,Student views,No class records in this period.,,src/views/student/MyAttendanceBreakdownView.tsx
1448,Student views,No course enrollment found.,,src/views/student/MyCourseView.tsx
1449,Student views,No ministry assignment yet.,,src/views/student/MyMinistryInfoView.tsx
1450,Student views,No ministry records in this period.,,src/views/student/MyAttendanceBreakdownView.tsx
1451,Student views,No reading assignments need attention.,,src/views/student/StudentDashboard.tsx
1452,Student views,No requirement,,src/views/student/MyMinistryInfoView.tsx
1453,Student views,No service attendance yet.,,src/views/student/MyMinistryInfoView.tsx
1454,Student views,No sessions match the visible status filters.,,src/views/student/MyAttendanceBreakdownView.tsx
1455,Student views,No sessions scheduled for today.,,src/views/student/DutyMarkingView.tsx
1456,Student views,No sessions scheduled in the next 7 days.,,src/views/student/StudentDashboard.tsx
1457,Student views,No students are enrolled in this course.,,src/views/student/DutyMarkingView.tsx
1458,Student views,No team leaders are listed for this ministry yet.,,src/views/student/MyMinistryInfoView.tsx
1459,Student views,No Well records in this period.,,src/views/student/MyAttendanceBreakdownView.tsx
1460,Student views,Not marked,,src/views/student/MyAttendanceBreakdownView.tsx
1461,Student views,"Officially, The Well needs 2 credits per month. Present gives 1, late gives 0.5, absent or unmarked gives 0. The fallback checks whether the full year is at least 50%.",,src/views/student/MyAttendanceBreakdownView.tsx
1462,Student views,On duty now,,src/views/student/StudentDashboard.tsx
1463,Student views,On Duty This Week 🎓,,src/views/student/DutyMarkingView.tsx
1464,Student views,Open Session,,src/views/student/MyCourseView.tsx
1465,Student views,Optional link,,src/views/student/MyBooksView.tsx
1466,Student views,Overall result,,src/views/student/MyAttendanceView.tsx
1467,Student views,Period,,src/views/student/MyMinistryInfoView.tsx
1468,Student views,Present,,src/components/student/StudentMonthCalendar.tsx; src/views/admin/AttendanceView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx; src/views/teamLeader/MinistryReportView.tsx
1469,Student views,"Present gives 1 credit, late gives 0.5, absent or missing report gives 0. Health compares earned credits with the requirement and the service days still possible.",,src/views/student/MyMinistryInfoView.tsx
1470,Student views,Reading assignments for your year group.,,src/views/student/MyBooksView.tsx
1471,Student views,Reason,,src/views/shared/AbsenceNoticesView.tsx; src/views/student/DutyMarkingView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
1472,Student views,Reason (optional),,src/views/student/DutyMarkingView.tsx
1473,Student views,Reports from your team leader will appear here by service date.,,src/views/student/MyMinistryInfoView.tsx
1474,Student views,Requirement,,src/views/student/MyAttendanceBreakdownView.tsx
1475,Student views,Returned for revision,,src/views/student/MyCourseView.tsx
1476,Student views,Rotation details,,src/views/student/MyMinistryInfoView.tsx
1477,Student views,Saved,,src/views/student/DutyMarkingView.tsx
1478,Student views,Saved ✓,,src/views/student/DutyMarkingView.tsx
1479,Student views,Scheduled dates,,src/views/student/StudentDashboard.tsx
1480,Student views,Scheduled Well sessions will appear here when they are available.,,src/views/student/MyAttendanceBreakdownView.tsx
1481,Student views,Score,,src/views/student/MyAttendanceView.tsx
1482,Student views,Select a student...,,src/views/student/DutyMarkingView.tsx
1483,Student views,Select a student…,,src/views/student/DutyMarkingView.tsx
1484,Student views,Select course,,src/views/student/myAttendanceShared.tsx
1485,Student views,Selected,,src/views/student/MyAttendanceBreakdownView.tsx
1486,Student views,Service attendance,,src/views/student/MyMinistryInfoView.tsx
1487,Student views,Service records,,src/views/student/MyAttendanceBreakdownView.tsx
1488,Student views,Service report,,src/views/student/MyMinistryInfoView.tsx
1489,Student views,Service rotation,,src/views/student/MyMinistryInfoView.tsx
1490,Student views,Slim chance,,src/views/student/MyMinistryInfoView.tsx
1491,Student views,Submit work,,src/views/student/MyBooksView.tsx
1492,Student views,Sunday ministry attendance,,src/views/student/MyAttendanceView.tsx
1493,Student views,Team contacts,,src/views/student/MyMinistryInfoView.tsx
1494,Student views,Team leader reports will appear here after they are submitted.,,src/views/student/MyAttendanceBreakdownView.tsx
1495,Student views,Team membership lets leaders submit or manage reports. A student ministry assignment needs a rotation with start and end dates so service credits can count.,,src/views/student/MyMinistryInfoView.tsx
1496,Student views,The Well attendance,,src/hooks/useUniversalSearchIndex.tsx; src/views/student/MyAttendanceBreakdownView.tsx
1497,Student views,This month,,src/views/student/MyMinistryInfoView.tsx
1498,Student views,tracked sessions,,src/views/student/MyAttendanceBreakdownView.tsx
1499,Student views,Transfer,,src/views/student/DutyMarkingView.tsx
1500,Student views,Transfer Duty,,src/views/student/DutyMarkingView.tsx
1501,Student views,Transfer to,,src/views/student/DutyMarkingView.tsx
1502,Student views,Tue · Thu · Well · Activation,,src/views/student/StudentDashboard.tsx
1503,Student views,Tuesday and Thursday class attendance will appear here.,,src/views/student/MyAttendanceBreakdownView.tsx
1504,Student views,Very good,,src/views/student/MyMinistryInfoView.tsx
1505,Student views,View,,src/views/student/MyCourseView.tsx
1506,Student views,Weekly class records,,src/views/student/MyAttendanceBreakdownView.tsx
1507,Student views,"Weekly classes require 80% attendance credit. Present gives 1, late gives 0.5, absent or unmarked gives 0.",,src/views/student/MyAttendanceBreakdownView.tsx
1508,Student views,"When you are placed on a ministry team rotation, your leaders and contact details will appear here.",,src/views/student/MyMinistryInfoView.tsx
1509,Student views,Why do you need to transfer duty?,,src/views/student/DutyMarkingView.tsx
1510,Student views,"Write your response, summary, or notes...",,src/views/student/MyBooksView.tsx
1511,Student views,"You are listed on a team, but no student rotation is active yet.",,src/views/student/MyMinistryInfoView.tsx
1512,Student views,Your Mentor,,src/views/student/MyCourseView.tsx
1513,Student views,Your transfer request will be reviewed by an admin.,,src/views/student/DutyMarkingView.tsx
1514,Student views,Your week,,src/views/student/StudentDashboard.tsx
1515,Mentor views,Avg Engagement,,src/views/mentor/MentorDashboard.tsx
1516,Mentor views,Edit check-in,,src/views/mentor/MentorDashboard.tsx
1517,Mentor views,Follow-up status is based on face-to-face meetings. Digital check-ins are optional and do not affect at-risk flags.,,src/views/mentor/MentorDashboard.tsx
1518,Mentor views,In-Person Meeting Expectations,,src/views/mentor/MentorDashboard.tsx
1519,Mentor views,In-Person Meetings,,src/views/mentor/MentorDashboard.tsx
1520,Mentor views,Log Check-in,,src/views/mentor/MentorDashboard.tsx
1521,Mentor views,Mentor Dashboard,,src/views/mentor/MentorDashboard.tsx
1522,Mentor views,My Students,,src/views/mentor/MentorDashboard.tsx
1523,Mentor views,My Students - Detailed View,,src/views/mentor/MentorDashboard.tsx
1524,Mentor views,No recent check-ins,,src/views/mentor/MentorDashboard.tsx
1525,Mentor views,No students assigned yet.,,src/views/mentor/MentorDashboard.tsx
1526,Mentor views,Recent Check-ins,,src/views/mentor/MentorDashboard.tsx
1527,Mentor views,Student Engagement Overview,,src/views/mentor/MentorDashboard.tsx
1528,Mentor views,This Month,,src/views/mentor/MentorDashboard.tsx
1529,Mentor views,Total Check-ins,,src/views/mentor/MentorDashboard.tsx
1530,Team leader views,A report already exists for this team and date. Submitting again may update the record depending on the current backend behavior.,,src/views/teamLeader/MinistryReportView.tsx
1531,Team leader views,Affected students,,src/views/teamLeader/MinistryReportView.tsx
1532,Team leader views,Challenges,,src/views/teamLeader/MinistryReportView.tsx
1533,Team leader views,Clear to absent,,src/views/teamLeader/MinistryReportView.tsx
1534,Team leader views,Could not submit the report. Please try again.,,src/views/teamLeader/MinistryReportView.tsx
1535,Team leader views,General view,,src/views/teamLeader/MinistryReportView.tsx
1536,Team leader views,General view and timely actions are required.,,src/views/teamLeader/MinistryReportView.tsx
1537,Team leader views,Loading ministry report...,,src/views/teamLeader/MinistryReportView.tsx
1538,Team leader views,Mark all present,,src/views/teamLeader/MinistryReportView.tsx
1539,Team leader views,"Mark service attendance, summarize how the team served, and note what needs to happen before the next service.",,src/views/teamLeader/MinistryReportView.tsx
1540,Team leader views,Ministry report,,src/views/teamLeader/MinistryReportView.tsx
1541,Team leader views,No ministry team is assigned to this account yet.,,src/views/teamLeader/MinistryReportView.tsx
1542,Team leader views,No reports submitted yet.,,src/views/teamLeader/MinistryReportView.tsx
1543,Team leader views,No students are assigned to this team for the selected date.,,src/views/teamLeader/MinistryReportView.tsx
1544,Team leader views,No students are assigned to this team on this date.,,src/views/teamLeader/MinistryReportView.tsx
1545,Team leader views,Recent reports,,src/views/teamLeader/MinistryReportView.tsx
1546,Team leader views,Report submitted.,,src/views/teamLeader/MinistryReportView.tsx
1547,Team leader views,Service date,,src/views/teamLeader/MinistryReportView.tsx
1548,Team leader views,Submit preview,,src/views/teamLeader/MinistryReportView.tsx
1549,Team leader views,Team leader,,src/views/teamLeader/MinistryReportView.tsx
1550,Team leader views,Timely actions,,src/views/teamLeader/MinistryReportView.tsx
1551,Team leader views,Wins and testimonies,,src/views/teamLeader/MinistryReportView.tsx
